id,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,geometry
pand.9071873,1916100000366713,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86210.524 456244.609 0, 86221.87300000001 456251.312 0, 86226.17999999999 456243.957 0, 86220.164 456240.461 0, 86219.352 456240.166 0, 86218.077 456239.902 0, 86217.25 456239.881 0, 86216.192 456239.957 0, 86215.042 456240.247 0, 86213.099 456241.269 0, 86212.16800000001 456242.114 0, 86211.288 456243.17 0, 86210.524 456244.609 0))"
pand.9071874,1916100000366714,2016,Bouw gestart,winkelfunctie,100,100,8,"POLYGON Z ((86173.716 456318.118 0, 86175.231 456319.013 0, 86173.65700000001 456321.676 0, 86179.474 456325.321 0, 86178.446 456326.961 0, 86188.02800000001 456332.889 0, 86190.26300000001 456333.786 0, 86192.88400000001 456334.161 0, 86194.781 456333.88 0, 86196.52099999999 456333.279 0, 86198.361 456332.239 0, 86199.696 456330.835 0, 86202.49099999999 456326.536 0, 86204.012 456323.579 0, 86204.27899999999 456321.028 0, 86203.969 456318.98 0, 86202.092 456313.127 0, 86193.924 456287.658 0, 86193.05899999999 456278.645 0, 86192.58900000001 456276.768 0, 86191.63499999999 456275.06 0, 86190.749 456273.923 0, 86189.648 456272.896 0, 86188.02800000001 456271.872 0, 86175.526 456267.281 0, 86160.268 456292.877 0, 86155.179 456301.489 0, 86164.73699999999 456307.138 0, 86164.93700000001 456306.798 0, 86176.667 456313.73 0, 86174.486 456317.421 0, 86174.22100000001 456317.264 0, 86173.716 456318.118 0))"
pand.9071875,1916100000366715,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86221.87300000001 456251.312 0, 86228.914 456255.47 0, 86233.251 456248.134 0, 86226.17999999999 456243.957 0, 86221.87300000001 456251.312 0))"
pand.9071876,1916100000366716,2016,Bouw gestart,industriefunctie,3,78,25,"POLYGON Z ((86052.856 456249.473 0, 86178.446 456326.961 0, 86179.474 456325.321 0, 86173.65700000001 456321.676 0, 86175.231 456319.013 0, 86173.716 456318.118 0, 86174.22100000001 456317.264 0, 86174.486 456317.421 0, 86176.667 456313.73 0, 86164.93700000001 456306.798 0, 86164.73699999999 456307.138 0, 86155.179 456301.489 0, 86160.268 456292.877 0, 86153.416 456288.828 0, 86152.586 456290.233 0, 86089.3 456252.83 0, 86090.175 456251.349 0, 86083.109 456247.173 0, 86081.211 456250.45 0, 86079.268 456249.302 0, 86077.974 456251.492 0, 86075.784 456250.197 0, 86076.035 456249.772 0, 86070.601 456246.56 0, 86069.819 456247.884 0, 86067.255 456246.369 0, 86067.815 456245.421 0, 86064.041 456243.237 0, 86063.531 456244.104 0, 86058.357 456240.959 0, 86055.795 456245.294 0, 86055.474 456245.105 0, 86052.856 456249.473 0))"
pand.9071877,1916100000366717,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86228.914 456255.47 0, 86243.17999999999 456263.896 0, 86247.514 456256.561 0, 86233.251 456248.134 0, 86228.914 456255.47 0))"
pand.9071878,1916100000366718,2016,Bouw gestart,winkelfunctie,100,100,4,"POLYGON Z ((86233.447 456296.249 0, 86222.289 456315.14 0, 86233.458 456321.693 0, 86234.863 456322.038 0, 86236.588 456321.913 0, 86238.40700000001 456320.888 0, 86249.435 456305.692 0, 86233.447 456296.249 0))"
pand.9071879,1916100000366719,2016,Bouw gestart,"industriefunctie, overige gebruiksfunctie, winkelfunctie",8,100,22,"POLYGON Z ((86249.40300000001 456257.677 0, 86247.514 456256.561 0, 86228.611 456288.487 0, 86235.60400000001 456292.618 0, 86233.447 456296.249 0, 86249.435 456305.692 0, 86263.872 456285.799 0, 86240.836 456272.194 0, 86249.40300000001 456257.677 0))"
pand.9071880,1916100000366720,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86245.925 456275.199 0, 86254.44899999999 456260.711 0, 86249.40300000001 456257.677 0, 86240.836 456272.194 0, 86245.925 456275.199 0))"
pand.9071881,1916100000366721,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86263.872 456285.799 0, 86269.503 456278.085 0, 86270.15399999999 456276.818 0, 86270.363 456275.075 0, 86269.776 456273.125 0, 86262.151 456265.354 0, 86261.709 456265.087 0, 86253.224 456279.51 0, 86263.872 456285.799 0))"
pand.9071882,1916100000366722,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86253.224 456279.51 0, 86261.709 456265.087 0, 86254.44899999999 456260.711 0, 86245.925 456275.199 0, 86253.224 456279.51 0))"
